"","Species","Isolate","Set","Rep","area.r","length.r","Weight.per.root","Weight.per.plant","r_s"
"1493","Pythium orthogonon","KSSO_5-44","Set_6-3","R2",5.708,75.542,58,144,0.402777777777778
"1494","Pythium orthogonon","KSSO_5-44","Set_6-3","R3",7.764,94.522,80,168,0.476190476190476
"1495","Pythium orthogonon","NDSO_4-17","Set_6-1","R1",7.254,94.488,80,204,0.392156862745098
"1496","Pythium orthogonon","NDSO_4-17","Set_6-1","R2",7.478,100.02,78,172,0.453488372093023
"1497","Pythium orthogonon","NDSO_4-17","Set_6-1","R3",8.926,103.326,80,182,0.43956043956044
"1498","Pythium orthogonon","NDSO_4-17","Set_6-2","R1",7.93,91.4616666666667,68,208,0.326923076923077
"1499","Pythium orthogonon","NDSO_4-17","Set_6-2","R2",4.81833333333333,53.2583333333333,46,162,0.283950617283951
"1500","Pythium orthogonon","NDSO_4-17","Set_6-2","R3",7.37833333333333,80.47,84,200,0.42
"1501","Pythium orthogonon","NDSO_4-17","Set_6-3","R1",5.224,60.664,50,158,0.316455696202532
"1502","Pythium orthogonon","NDSO_4-17","Set_6-3","R2",6.554,71.484,64,146,0.438356164383562
"1503","Pythium orthogonon","NDSO_4-17","Set_6-3","R3",5.792,71.376,54,152,0.355263157894737
"1504","Pythium pachycaule","C-MNSO2_4-4","Set_6-1","R1",8.376,96.408,66,160,0.4125
"1505","Pythium pachycaule","C-MNSO2_4-4","Set_6-1","R2",8.86,111.994,86,164,0.524390243902439
"1506","Pythium pachycaule","C-MNSO2_4-4","Set_6-1","R3",11.098,150.686,86,208,0.413461538461538
"1507","Pythium pachycaule","C-MNSO2_4-4","Set_6-2","R1",8.305,101.773333333333,82,208,0.394230769230769
"1508","Pythium pachycaule","C-MNSO2_4-4","Set_6-2","R2",5.72,68.5066666666667,50,156,0.320512820512821
"1509","Pythium pachycaule","C-MNSO2_4-4","Set_6-2","R3",4.21833333333333,62.5016666666667,46,150,0.306666666666667
"1510","Pythium pachycaule","C-MNSO2_4-4","Set_6-3","R1",6.68,70.556,68,174,0.390804597701149
"1511","Pythium pachycaule","C-MNSO2_4-4","Set_6-3","R2",8.708,120.342,72,172,0.418604651162791
"1512","Pythium pachycaule","C-MNSO2_4-4","Set_6-3","R3",6.63,88.976,60,146,0.410958904109589
"1513","Pythium pachycaule","C-NESO2_5-17","Set_6-1","R1",5.152,54.976,60,158,0.379746835443038
"1514","Pythium pachycaule","C-NESO2_5-17","Set_6-1","R2",11.088,125.648,114,196,0.581632653061224
"1515","Pythium pachycaule","C-NESO2_5-17","Set_6-1","R3",11.07,128.782,102,214,0.476635514018692
"1516","Pythium pachycaule","C-NESO2_5-17","Set_6-2","R1",7.59,88.4133333333333,66,220,0.3
"1517","Pythium pachycaule","C-NESO2_5-17","Set_6-2","R2",7.75833333333333,86.43,80,224,0.357142857142857
"1518","Pythium pachycaule","C-NESO2_5-17","Set_6-2","R3",5.31166666666667,71.1466666666667,64,162,0.395061728395062
"1519","Pythium pachycaule","C-NESO2_5-17","Set_6-3","R1",6.088,70.816,70,168,0.416666666666667
"1520","Pythium pachycaule","C-NESO2_5-17","Set_6-3","R2",6.094,77.104,52,150,0.346666666666667
"1521","Pythium pachycaule","C-NESO2_5-17","Set_6-3","R3",8.002,97.948,82,186,0.440860215053763
"1522","Pythium pachycaule","IASO_8-30.4RD","Set_6-1","R1",11.146,137.124,100,218,0.458715596330275
"1523","Pythium pachycaule","IASO_8-30.4RD","Set_6-1","R2",10.592,120.614,100,206,0.485436893203884
"1524","Pythium pachycaule","IASO_8-30.4RD","Set_6-1","R3",6.196,78.806,68,146,0.465753424657534
"1525","Pythium pachycaule","IASO_8-30.4RD","Set_6-2","R1",4.75833333333333,56.9816666666667,52,134,0.388059701492537
"1526","Pythium pachycaule","IASO_8-30.4RD","Set_6-2","R2",7.45666666666667,91.7483333333333,68,188,0.361702127659574
"1527","Pythium pachycaule","IASO_8-30.4RD","Set_6-2","R3",6.78,81.9716666666667,68,186,0.365591397849462
"1528","Pythium pachycaule","IASO_8-30.4RD","Set_6-3","R1",9.004,104.546,54,140,0.385714285714286
"1529","Pythium pachycaule","IASO_8-30.4RD","Set_6-3","R2",13.936,181.934,22,104,0.211538461538462
"1530","Pythium pachycaule","IASO_8-30.4RD","Set_6-3","R3",11.834,151.314,84,194,0.43298969072165
"1531","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-1","R1",5.082,70.01,58,138,0.420289855072464
"1532","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-1","R2",5.896,81.27,42,124,0.338709677419355
"1533","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-1","R3",7.138,95.544,74,172,0.430232558139535
"1534","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-2","R1",6.17,77.29,62,176,0.352272727272727
"1535","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-2","R2",5.784,79.496,56,164,0.341463414634146
"1536","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-2","R3",7.474,95.028,78,184,0.423913043478261
"1537","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-3","R1",10.896,140.65,90,194,0.463917525773196
"1538","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-3","R2",10.238,126.71,78,160,0.4875
"1539","Pythium paroecandrum","AR.171_S.1.2.A","Set_7-3","R3",8.372,110.818,88,174,0.505747126436782
"1540","Pythium paroecandrum","C-ARSO2_5-15","Set_7-1","R1",7.722,99.01,66,192,0.34375
"1541","Pythium paroecandrum","C-ARSO2_5-15","Set_7-1","R2",3.834,55.89,44,144,0.305555555555556
"1542","Pythium paroecandrum","C-ARSO2_5-15","Set_7-1","R3",4.876,74.214,60,180,0.333333333333333
"1543","Pythium paroecandrum","C-ARSO2_5-15","Set_7-2","R1",6.852,85.854,62,190,0.326315789473684
"1544","Pythium paroecandrum","C-ARSO2_5-15","Set_7-2","R2",6.358,88.338,58,144,0.402777777777778
"1545","Pythium paroecandrum","C-ARSO2_5-15","Set_7-2","R3",7.95,95.67,72,190,0.378947368421053
"1546","Pythium paroecandrum","C-ARSO2_5-15","Set_7-3","R1",8.858,115.57,74,166,0.44578313253012
"1547","Pythium paroecandrum","C-ARSO2_5-15","Set_7-3","R2",8.318,100.744,80,164,0.48780487804878
"1548","Pythium paroecandrum","C-ARSO2_5-15","Set_7-3","R3",8.19,108.112,74,156,0.474358974358974
"1549","Pythium paroecandrum","INSO_3-51","Set_7-1","R1",4.028,57.702,60,166,0.36144578313253
"1550","Pythium paroecandrum","INSO_3-51","Set_7-1","R2",5.102,69.812,38,170,0.223529411764706
"1551","Pythium paroecandrum","INSO_3-51","Set_7-1","R3",5.52,62.67,48,164,0.292682926829268
"1552","Pythium paroecandrum","INSO_3-51","Set_7-2","R1",9.006,92.908,78,194,0.402061855670103
"1553","Pythium paroecandrum","INSO_3-51","Set_7-2","R2",8.19,91.202,70,176,0.397727272727273
"1554","Pythium paroecandrum","INSO_3-51","Set_7-2","R3",8.48,96.262,70,170,0.411764705882353
"1555","Pythium paroecandrum","INSO_3-51","Set_7-3","R1",10.852,132.934,78,158,0.493670886075949
"1556","Pythium paroecandrum","INSO_3-51","Set_7-3","R2",10.57,138.706,80,164,0.48780487804878
"1557","Pythium paroecandrum","INSO_3-51","Set_7-3","R3",11.504,133.228,92,192,0.479166666666667
"1558","Pythium periilum","MICO_5-23","Set_3-1","R1",4.134,56.146,56,162,0.345679012345679
"1559","Pythium periilum","MICO_5-23","Set_3-1","R2",9.894,93.53,68,158,0.430379746835443
"1560","Pythium periilum","MICO_5-23","Set_3-1","R3",8.99,80.526,68,180,0.377777777777778
"1561","Pythium periilum","MICO_5-23","Set_3-2","R1",4.668,39.404,38,128,0.296875
"1562","Pythium periilum","MICO_5-23","Set_3-2","R2",6.72,57.886,36,134,0.26865671641791
"1563","Pythium periilum","MICO_5-23","Set_3-2","R3",4.764,42.682,34,144,0.236111111111111
"1564","Pythium periilum","MICO_5-23","Set_3-3","R1",6.262,81.768,66,164,0.402439024390244
"1565","Pythium periilum","MICO_5-23","Set_3-3","R2",8.15,101.228,78,162,0.481481481481481
"1566","Pythium periilum","MICO_5-23","Set_3-3","R3",2.966,39.816,42,150,0.28
"1567","Pythium periilum","MICO_5-3","Set_3-1","R1",4.094,55.992,66,162,0.407407407407407
"1568","Pythium periilum","MICO_5-3","Set_3-1","R2",10.456,101.154,54,168,0.321428571428571
"1569","Pythium periilum","MICO_5-3","Set_3-1","R3",14.428,139.682,100,182,0.549450549450549
"1570","Pythium periilum","MICO_5-3","Set_3-2","R1",6.284,58.274,28,170,0.164705882352941
"1571","Pythium periilum","MICO_5-3","Set_3-2","R2",6.422,57.286,30,136,0.220588235294118
"1572","Pythium periilum","MICO_5-3","Set_3-2","R3",5.852,52.216,28,148,0.189189189189189
"1573","Pythium periilum","MICO_5-3","Set_3-3","R1",6.682,78.66,70,188,0.372340425531915
"1574","Pythium periilum","MICO_5-3","Set_3-3","R2",4.474,57.772,58,160,0.3625
"1575","Pythium periilum","MICO_5-3","Set_3-3","R3",2.634,29.2,40,146,0.273972602739726
"1576","Pythium periilum","MICO_6-5","Set_3-1","R1",5.426,76.756,72,148,0.486486486486487
"1577","Pythium periilum","MICO_6-5","Set_3-1","R2",3.982,48.758,50,158,0.316455696202532
"1578","Pythium periilum","MICO_6-5","Set_3-1","R3",3.954,50.834,68,150,0.453333333333333
"1579","Pythium periilum","MICO_6-5","Set_3-2","R1",3.322,35.922,20,144,0.138888888888889
"1580","Pythium periilum","MICO_6-5","Set_3-2","R2",4.754,53.822,28,136,0.205882352941176
"1581","Pythium periilum","MICO_6-5","Set_3-2","R3",0.524,4.364,2,134,0.0149253731343284
"1582","Pythium periilum","MICO_6-5","Set_3-3","R1",2.822,32.214,54,156,0.346153846153846
"1583","Pythium periilum","MICO_6-5","Set_3-3","R2",4.566,49.32,44,128,0.34375
"1584","Pythium periilum","MICO_6-5","Set_3-3","R3",2.436,29.658,40,130,0.307692307692308
"1585","Pythium periplocum","KSSO_5-45","Set_3-1","R1",0.59,6.444,4,90,0.0444444444444444
"1586","Pythium periplocum","KSSO_5-45","Set_3-1","R2",0.97,10.518,62,142,0.436619718309859
"1587","Pythium periplocum","KSSO_5-45","Set_3-1","R3",1.036,11.342,24,124,0.193548387096774
"1588","Pythium periplocum","KSSO_5-45","Set_3-2","R1",1.068,9.338,16,142,0.112676056338028
"1589","Pythium periplocum","KSSO_5-45","Set_3-2","R2",0.118,0.832,1.2,94,0.0127659574468085
"1590","Pythium periplocum","KSSO_5-45","Set_3-2","R3",0.22,2.098,4,160,0.025
"1591","Pythium periplocum","KSSO_5-45","Set_3-3","R1",0.436,4.07,24,134,0.17910447761194
"1592","Pythium periplocum","KSSO_5-45","Set_3-3","R2",0.694,4.742,24,128,0.1875
"1593","Pythium periplocum","KSSO_5-45","Set_3-3","R3",0.53,4.944,20,114,0.175438596491228
"1594","Pythium periplocum","KSSO_5-50","Set_3-1","R1",7.728,93.854,8,116,0.0689655172413793
"1595","Pythium periplocum","KSSO_5-50","Set_3-1","R2",10.4383333333333,85.885,56,178,0.314606741573034
"1596","Pythium periplocum","KSSO_5-50","Set_3-1","R3",8.73,100.478,62,148,0.418918918918919
"1597","Pythium periplocum","KSSO_5-50","Set_3-2","R1",1.398,12.022,16,144,0.111111111111111
"1598","Pythium periplocum","KSSO_5-50","Set_3-2","R2",10.358,82.65,32,130,0.246153846153846
"1599","Pythium periplocum","KSSO_5-50","Set_3-2","R3",10.296,89.278,44,154,0.285714285714286
"1600","Pythium periplocum","KSSO_5-50","Set_3-3","R1",7.526,90.75,78,166,0.469879518072289
"1601","Pythium periplocum","KSSO_5-50","Set_3-3","R2",3.778,46.656,28,118,0.23728813559322
"1602","Pythium periplocum","KSSO_5-50","Set_3-3","R3",7.488,92.518,72,192,0.375
"1603","Pythium periplocum","MICO_6-36","Set_3-1","R1",5.442,69.978,52,152,0.342105263157895
"1604","Pythium periplocum","MICO_6-36","Set_3-1","R2",10.114,85.198,74,138,0.536231884057971
"1605","Pythium periplocum","MICO_6-36","Set_3-1","R3",5.608,57.032,44,120,0.366666666666667
"1606","Pythium periplocum","MICO_6-36","Set_3-2","R1",6.254,62.25,42,134,0.313432835820896
"1607","Pythium periplocum","MICO_6-36","Set_3-2","R2",7.002,74.52,46,164,0.280487804878049
"1608","Pythium periplocum","MICO_6-36","Set_3-2","R3",5.158,53.184,36,150,0.24
"1609","Pythium periplocum","MICO_6-36","Set_3-3","R1",8.794,98.456,60,176,0.340909090909091
"1610","Pythium periplocum","MICO_6-36","Set_3-3","R2",6.6,84.568,58,164,0.353658536585366
"1611","Pythium periplocum","MICO_6-36","Set_3-3","R3",6.58,90.394,52,140,0.371428571428571
"1612","Pythium perplexum","C-NDSO2_1-11","Set_7-1","R1",7.352,98.996,64,158,0.40506329113924
"1613","Pythium perplexum","C-NDSO2_1-11","Set_7-1","R2",9.208,115.13,62,202,0.306930693069307
"1614","Pythium perplexum","C-NDSO2_1-11","Set_7-1","R3",8.776,111.016,60,174,0.344827586206897
"1615","Pythium perplexum","C-NDSO2_1-11","Set_7-2","R1",7.808,95.94,70,178,0.393258426966292
"1616","Pythium perplexum","C-NDSO2_1-11","Set_7-2","R2",9.406,101.41,84,196,0.428571428571429
"1617","Pythium perplexum","C-NDSO2_1-11","Set_7-2","R3",10.006,104.332,72,188,0.382978723404255
"1618","Pythium perplexum","C-NDSO2_1-11","Set_7-3","R1",13.278,148.622,98,232,0.422413793103448
"1619","Pythium perplexum","C-NDSO2_1-11","Set_7-3","R2",14.532,166.086,94,214,0.439252336448598
"1620","Pythium perplexum","C-NDSO2_1-11","Set_7-3","R3",12.228,149.424,92,188,0.48936170212766
"1621","Pythium perplexum","NESO_4-29","Set_7-1","R1",6.102,75.212,56,156,0.358974358974359
"1622","Pythium perplexum","NESO_4-29","Set_7-1","R2",8.832,121.368,56,154,0.363636363636364
"1623","Pythium perplexum","NESO_4-29","Set_7-1","R3",9.18,125.648,72,156,0.461538461538462
"1624","Pythium perplexum","NESO_4-29","Set_7-2","R1",5.772,76.2,56,150,0.373333333333333
"1625","Pythium perplexum","NESO_4-29","Set_7-2","R2",10.074,110.232,84,202,0.415841584158416
"1626","Pythium perplexum","NESO_4-29","Set_7-2","R3",7.352,87.296,68,180,0.377777777777778
"1627","Pythium perplexum","NESO_4-29","Set_7-3","R1",15.148,154.256,92,178,0.51685393258427
"1628","Pythium perplexum","NESO_4-29","Set_7-3","R2",14.002,156.64,94,212,0.443396226415094
"1629","Pythium perplexum","NESO_4-29","Set_7-3","R3",15.17,165.83,96,218,0.440366972477064
"1630","Pythium perplexum","V-MISO2_2-57","Set_7-1","R1",6.788,98.88,52,134,0.388059701492537
"1631","Pythium perplexum","V-MISO2_2-57","Set_7-1","R2",7.666,105.064,58,162,0.358024691358025
"1632","Pythium perplexum","V-MISO2_2-57","Set_7-1","R3",7.29,107.684,58,144,0.402777777777778
"1633","Pythium perplexum","V-MISO2_2-57","Set_7-2","R1",8.856,106.572,68,190,0.357894736842105
"1634","Pythium perplexum","V-MISO2_2-57","Set_7-2","R2",5.718,69.998,70,186,0.376344086021505
"1635","Pythium perplexum","V-MISO2_2-57","Set_7-2","R3",6.152,75.352,72,166,0.433734939759036
"1636","Pythium perplexum","V-MISO2_2-57","Set_7-3","R1",14.012,178.514,90,202,0.445544554455446
"1637","Pythium perplexum","V-MISO2_2-57","Set_7-3","R2",17.876,193.818,126,264,0.477272727272727
"1638","Pythium perplexum","V-MISO2_2-57","Set_7-3","R3",13.122,153.01,100,230,0.434782608695652
"1639","Pythium pleroticum","C-ARSO2_3-13","Set_6-1","R1",8.028,82.42,84,212,0.39622641509434
"1640","Pythium pleroticum","C-ARSO2_3-13","Set_6-1","R2",7.392,88.95,64,172,0.372093023255814
"1641","Pythium pleroticum","C-ARSO2_3-13","Set_6-1","R3",5.668,70.974,70,194,0.360824742268041
"1642","Pythium pleroticum","C-ARSO2_3-13","Set_6-2","R1",3.90833333333333,49.8,58,162,0.358024691358025
"1643","Pythium pleroticum","C-ARSO2_3-13","Set_6-2","R2",6.67666666666667,78.2233333333333,72,216,0.333333333333333
"1644","Pythium pleroticum","C-ARSO2_3-13","Set_6-2","R3",3.8,47.1666666666667,52,202,0.257425742574257
"1645","Pythium pleroticum","C-ARSO2_3-13","Set_6-3","R1",4.556,56.686,70,148,0.472972972972973
"1646","Pythium pleroticum","C-ARSO2_3-13","Set_6-3","R2",6.646,86.752,66,178,0.370786516853933
"1647","Pythium pleroticum","C-ARSO2_3-13","Set_6-3","R3",7.71,97.974,68,172,0.395348837209302
"1648","Pythium pleroticum","INSO_3-10","Set_6-1","R1",7.87,94.96,68,188,0.361702127659574
"1649","Pythium pleroticum","INSO_3-10","Set_6-1","R2",8.504,99.482,84,184,0.456521739130435
"1650","Pythium pleroticum","INSO_3-10","Set_6-1","R3",6.064,69.6,76,174,0.436781609195402
"1651","Pythium pleroticum","INSO_3-10","Set_6-2","R1",4.29166666666667,46.5,62,148,0.418918918918919
"1652","Pythium pleroticum","INSO_3-10","Set_6-2","R2",4.63166666666667,61.8566666666667,68,198,0.343434343434343
"1653","Pythium pleroticum","INSO_3-10","Set_6-2","R3",3.83666666666667,51.81,60,150,0.4
"1654","Pythium pleroticum","INSO_3-10","Set_6-3","R1",6.03,76.2,72,146,0.493150684931507
"1655","Pythium pleroticum","INSO_3-10","Set_6-3","R2",6.938,93.26,64,182,0.351648351648352
"1656","Pythium pleroticum","INSO_3-10","Set_6-3","R3",8.096,101.438,70,184,0.380434782608696
"1657","Pythium pleroticum","MNSO_2-10","Set_6-1","R1",8.712,102.09,70,180,0.388888888888889
"1658","Pythium pleroticum","MNSO_2-10","Set_6-1","R2",6.8,89.362,74,172,0.430232558139535
"1659","Pythium pleroticum","MNSO_2-10","Set_6-1","R3",5.23,73.752,60,150,0.4
"1660","Pythium pleroticum","MNSO_2-10","Set_6-2","R1",4.55166666666667,48.415,58,182,0.318681318681319
"1661","Pythium pleroticum","MNSO_2-10","Set_6-2","R2",7.06666666666667,87.8116666666667,64,170,0.376470588235294
"1662","Pythium pleroticum","MNSO_2-10","Set_6-2","R3",4.82333333333333,56.3566666666667,52,136,0.382352941176471
"1663","Pythium pleroticum","MNSO_2-10","Set_6-3","R1",6.148,73.958,66,166,0.397590361445783
"1664","Pythium pleroticum","MNSO_2-10","Set_6-3","R2",7.288,78.456,60,132,0.454545454545455
"1665","Pythium pleroticum","MNSO_2-10","Set_6-3","R3",9.1,116.08,64,174,0.367816091954023
"1666","Pythium pyrilobum","C-NDSO2_6-5","Set_2-1","R1",7.992,72.582,34,172,0.197674418604651
"1667","Pythium pyrilobum","C-NDSO2_6-5","Set_2-1","R2",10.434,88.18,44,156,0.282051282051282
"1668","Pythium pyrilobum","C-NDSO2_6-5","Set_2-1","R3",7.73,65.748,42,146,0.287671232876712
"1669","Pythium pyrilobum","C-NDSO2_6-5","Set_2-2","R1",4.87,63.128,42,140,0.3
"1670","Pythium pyrilobum","C-NDSO2_6-5","Set_2-2","R2",3.446,41.782,34,146,0.232876712328767
"1671","Pythium pyrilobum","C-NDSO2_6-5","Set_2-2","R3",2.10833333333333,27.2333333333333,26,124,0.209677419354839
"1672","Pythium pyrilobum","C-NDSO2_6-5","Set_2-3","R1",7.418,89.018,56,196,0.285714285714286
"1673","Pythium pyrilobum","C-NDSO2_6-5","Set_2-3","R2",6.338,78.566,56,166,0.337349397590361
"1674","Pythium pyrilobum","C-NDSO2_6-5","Set_2-3","R3",4.964,70.428,50,120,0.416666666666667
"1675","Pythium rhizosaccharum","KSSO_2-11","Set_4-1","R1",5.256,69.376,76,168,0.452380952380952
"1676","Pythium rhizosaccharum","KSSO_2-11","Set_4-1","R2",6.882,79.296,82,200,0.41
"1677","Pythium rhizosaccharum","KSSO_2-11","Set_4-1","R3",1.864,24.49,50,120,0.416666666666667
"1678","Pythium rhizosaccharum","KSSO_2-11","Set_4-2","R1",8.832,94.62,74,168,0.44047619047619
"1679","Pythium rhizosaccharum","KSSO_2-11","Set_4-2","R2",5.904,72.736,54,142,0.380281690140845
"1680","Pythium rhizosaccharum","KSSO_2-11","Set_4-2","R3",6.626,80.608,62,154,0.402597402597403
"1681","Pythium rhizosaccharum","KSSO_2-11","Set_4-3","R1",5.102,63.148,68,154,0.441558441558442
"1682","Pythium rhizosaccharum","KSSO_2-11","Set_4-3","R2",5.278,65.61,62,184,0.33695652173913
"1683","Pythium rhizosaccharum","KSSO_2-11","Set_4-3","R3",4.094,54.59,56,166,0.337349397590361
"1684","Pythium rhizosaccharum","MNSO_1-29","Set_4-1","R1",5.812,54.346,66,148,0.445945945945946
"1685","Pythium rhizosaccharum","MNSO_1-29","Set_4-1","R2",9.692,80.598,64,166,0.385542168674699
"1686","Pythium rhizosaccharum","MNSO_1-29","Set_4-1","R3",9.536,77.134,86,178,0.48314606741573
"1687","Pythium rhizosaccharum","MNSO_1-29","Set_4-2","R1",7.262,98.508,62,154,0.402597402597403
"1688","Pythium rhizosaccharum","MNSO_1-29","Set_4-2","R2",7.664,93.162,74,160,0.4625
"1689","Pythium rhizosaccharum","MNSO_1-29","Set_4-2","R3",6.162,84.028,56,148,0.378378378378378
"1690","Pythium rhizosaccharum","MNSO_1-29","Set_4-3","R1",6.47,88.318,82,176,0.465909090909091
"1691","Pythium rhizosaccharum","MNSO_1-29","Set_4-3","R2",5.816,71.11,68,196,0.346938775510204
"1692","Pythium rhizosaccharum","MNSO_1-29","Set_4-3","R3",6.924,84.568,78,176,0.443181818181818
"1693","Pythium rhizosaccharum","NESO_4-43","Set_4-1","R1",9.276,77.054,66,184,0.358695652173913
"1694","Pythium rhizosaccharum","NESO_4-43","Set_4-1","R2",9.114,74.556,86,188,0.457446808510638
"1695","Pythium rhizosaccharum","NESO_4-43","Set_4-1","R3",2.956,25.594,34,132,0.257575757575758
"1696","Pythium rhizosaccharum","NESO_4-43","Set_4-2","R1",5.878,73.702,52,140,0.371428571428571
"1697","Pythium rhizosaccharum","NESO_4-43","Set_4-2","R2",6.99,88.4,56,174,0.32183908045977
"1698","Pythium rhizosaccharum","NESO_4-43","Set_4-2","R3",5.472,71.192,66,166,0.397590361445783
"1699","Pythium rhizosaccharum","NESO_4-43","Set_4-3","R1",5.408,70.338,66,162,0.407407407407407
"1700","Pythium rhizosaccharum","NESO_4-43","Set_4-3","R2",3.71,50.31,46,154,0.298701298701299
"1701","Pythium rhizosaccharum","NESO_4-43","Set_4-3","R3",8.51,110.216,72,180,0.4
"1702","Pythium rostratifingens","C-IASO2_1-13","Set_7-1","R1",6.352,87.038,44,144,0.305555555555556
"1703","Pythium rostratifingens","C-IASO2_1-13","Set_7-1","R2",6.982,90.76,66,158,0.417721518987342
"1704","Pythium rostratifingens","C-IASO2_1-13","Set_7-1","R3",8.512,105.696,72,154,0.467532467532468
"1705","Pythium rostratifingens","C-IASO2_1-13","Set_7-2","R1",10.07,124.748,90,220,0.409090909090909
"1706","Pythium rostratifingens","C-IASO2_1-13","Set_7-2","R2",3.084,40.892,36,140,0.257142857142857
"1707","Pythium rostratifingens","C-IASO2_1-13","Set_7-2","R3",7.87,92.522,74,188,0.393617021276596
"1708","Pythium rostratifingens","C-IASO2_1-13","Set_7-3","R1",9.366,119.012,76,174,0.436781609195402
"1709","Pythium rostratifingens","C-IASO2_1-13","Set_7-3","R2",11.914,147.888,98,234,0.418803418803419
"1710","Pythium rostratifingens","C-IASO2_1-13","Set_7-3","R3",9.048,132.156,70,162,0.432098765432099
"1711","Pythium rostratifingens","C-MISO2_1-14","Set_7-1","R1",10.696,112.752,74,212,0.349056603773585
"1712","Pythium rostratifingens","C-MISO2_1-14","Set_7-1","R2",5.854,78.564,58,200,0.29
"1713","Pythium rostratifingens","C-MISO2_1-14","Set_7-1","R3",5.266,67.19,52,164,0.317073170731707
"1714","Pythium rostratifingens","C-MISO2_1-14","Set_7-2","R1",8.79,104.356,76,176,0.431818181818182
"1715","Pythium rostratifingens","C-MISO2_1-14","Set_7-2","R2",7.846,88.894,64,180,0.355555555555556
"1716","Pythium rostratifingens","C-MISO2_1-14","Set_7-2","R3",7.702,103.954,64,180,0.355555555555556
"1717","Pythium rostratifingens","C-MISO2_1-14","Set_7-3","R1",12.738,152.298,96,196,0.489795918367347
"1718","Pythium rostratifingens","C-MISO2_1-14","Set_7-3","R2",14.984,170.272,96,210,0.457142857142857
"1719","Pythium rostratifingens","C-MISO2_1-14","Set_7-3","R3",16.024,201.502,102,258,0.395348837209302
"1720","Pythium rostratifingens","C-NESO2_6-5","Set_7-1","R1",8.814,108.654,66,178,0.370786516853933
"1721","Pythium rostratifingens","C-NESO2_6-5","Set_7-1","R2",6.89,91.864,56,146,0.383561643835616
"1722","Pythium rostratifingens","C-NESO2_6-5","Set_7-1","R3",6.906,90.042,50,172,0.290697674418605
"1723","Pythium rostratifingens","C-NESO2_6-5","Set_7-2","R1",9.378,110.042,66,162,0.407407407407407
"1724","Pythium rostratifingens","C-NESO2_6-5","Set_7-2","R2",8.756,105.132,58,174,0.333333333333333
"1725","Pythium rostratifingens","C-NESO2_6-5","Set_7-2","R3",5.51,67.294,54,158,0.341772151898734
"1726","Pythium rostratifingens","C-NESO2_6-5","Set_7-3","R1",7.594,101.004,74,182,0.406593406593407
"1727","Pythium rostratifingens","C-NESO2_6-5","Set_7-3","R2",7.242,93.394,64,156,0.41025641025641
"1728","Pythium rostratifingens","C-NESO2_6-5","Set_7-3","R3",8.65,104.83,86,184,0.467391304347826
"1729","Pythium sp. balticum","ILSO_5-1A","Set_6-1","R1",6.446,79.712,58,166,0.349397590361446
"1730","Pythium sp. balticum","ILSO_5-1A","Set_6-1","R2",5.552,66.132,80,170,0.470588235294118
"1731","Pythium sp. balticum","ILSO_5-1A","Set_6-1","R3",5.046,69.702,46,148,0.310810810810811
"1732","Pythium sp. balticum","ILSO_5-1A","Set_6-2","R1",1.80166666666667,23.2583333333333,36,138,0.260869565217391
"1733","Pythium sp. balticum","ILSO_5-1A","Set_6-2","R2",5.85,77.9766666666667,70,174,0.402298850574713
"1734","Pythium sp. balticum","ILSO_5-1A","Set_6-2","R3",5.85833333333333,73.12,54,164,0.329268292682927
"1735","Pythium sp. balticum","ILSO_5-1A","Set_6-3","R1",5.496,80.018,46,134,0.343283582089552
"1736","Pythium sp. balticum","ILSO_5-1A","Set_6-3","R2",7.456,94.072,60,160,0.375
"1737","Pythium sp. balticum","ILSO_5-1A","Set_6-3","R3",5.986,66.186,60,108,0.555555555555556
"1738","Pythium sp. balticum","INSO_2-47","Set_6-1","R1",8.156,94.12,58,160,0.3625
"1739","Pythium sp. balticum","INSO_2-47","Set_6-1","R2",9.366,110.616,80,170,0.470588235294118
"1740","Pythium sp. balticum","INSO_2-47","Set_6-1","R3",6.54,83.792,54,144,0.375
"1741","Pythium sp. balticum","INSO_2-47","Set_6-2","R1",5.53,64.855,68,202,0.336633663366337
"1742","Pythium sp. balticum","INSO_2-47","Set_6-2","R2",6.26666666666667,72.1483333333333,62,158,0.392405063291139
"1743","Pythium sp. balticum","INSO_2-47","Set_6-2","R3",4.85333333333333,63.47,66,210,0.314285714285714
"1744","Pythium sp. balticum","INSO_2-47","Set_6-3","R1",6.982,79.58,58,136,0.426470588235294
"1745","Pythium sp. balticum","INSO_2-47","Set_6-3","R2",6.878,87.456,72,160,0.45
"1746","Pythium sp. balticum","INSO_2-47","Set_6-3","R3",6.406,76.636,66,148,0.445945945945946
"1747","Pythium sp. balticum","MISO_10-33","Set_6-1","R1",6.952,89.776,74,182,0.406593406593407
"1748","Pythium sp. balticum","MISO_10-33","Set_6-1","R2",9.68,103.55,80,178,0.449438202247191
